amount,oldbalanceorg,newbalanceorig,oldbalancedest,newbalancedest,isfraud,original_balance_difference,dest_balance_diff,amount_to_origin_ratio,amount_to_dest_ratio,transaction_hour,night_transaction,type_cash_out,type_debit,type_payment,type_transfer
7707.44,99827.0,92119.56,0.0,0.0,0,7707.440000000002,0.0,0.07720719637776977,7707.44,1,1,False,False,True,False
4013.02,92119.56,88106.55,0.0,0.0,0,4013.0099999999948,0.0,0.04356269653593074,4013.02,1,1,False,False,True,False
5775.15,132329.0,126553.85,0.0,0.0,0,5775.149999999994,0.0,0.0436420312854228,5775.15,1,1,False,False,True,False
4843.93,51718.0,46874.07,0.0,0.0,0,4843.93,0.0,0.0936586167559311,4843.93,1,1,False,False,True,False
2397.82,20421.0,18023.18,0.0,0.0,0,2397.8199999999997,0.0,0.11741357359710117,2397.82,1,1,False,False,True,False
4391.44,228.0,0.0,0.0,0.0,0,228.0,0.0,19.17659388646288,4391.44,1,1,False,False,True,False
4497.87,107388.0,102890.13,19053.0,5417.23,0,4497.869999999995,-13635.77,0.04188389872333293,0.23605909520310694,1,1,False,True,False,False
7452.89,102397.0,94944.11,0.0,0.0,0,7452.889999999999,0.0,0.07278355045996993,7452.89,1,1,False,False,True,False
3930.81,6032.0,2101.19,0.0,0.0,0,3930.81,0.0,0.6515514669318747,3930.81,1,1,False,False,True,False
71532.24,2101.19,0.0,74956.0,97128.19,0,2101.19,22172.190000000002,34.027485622136915,0.9543103379270783,1,1,True,False,False,False
61159.51,0.0,0.0,340334.22,51513.44,0,0.0,-288820.77999999997,61159.51,0.1797037344533428,1,1,True,False,False,False
12401.9,0.0,0.0,349763.0,0.0,0,0.0,-349763.0,12401.9,0.03545790876133621,1,1,True,False,False,False
32702.61,0.0,0.0,253053.0,31469.78,0,0.0,-221583.22,32702.61,0.12923174500304282,1,1,True,False,False,False
6926.67,152927.0,146000.33,0.0,0.0,0,6926.670000000013,0.0,0.04529366760828625,6926.67,1,1,False,False,True,False
893.57,10676.0,9782.43,0.0,0.0,0,893.5699999999997,0.0,0.08369111173550624,893.57,1,1,False,False,True,False
480222.51,11110.0,0.0,1293740.67,3940085.21,0,11110.0,2646344.54,43.22045810458105,0.37118887111365906,1,1,False,False,False,True
3608.41,11150.0,7541.59,0.0,0.0,0,3608.41,0.0,0.32359519325621017,3608.41,1,1,False,False,True,False
5946.79,7541.59,1594.8,0.0,0.0,0,5946.79,0.0,0.7884281128896042,5946.79,1,1,False,False,True,False
6099.96,42133.0,36033.04,0.0,0.0,0,6099.959999999999,0.0,0.14477524089808705,6099.96,1,1,False,False,True,False
372.34,65254.0,64881.66,0.0,0.0,0,372.3399999999965,0.0,0.0057059229177840775,372.34,1,1,False,False,True,False
4635.18,6313782.05,6309146.87,0.0,0.0,0,4635.179999999702,0.0,0.000734136723307273,4635.18,1,1,False,False,True,False
1267.97,6309146.87,6307878.9,0.0,0.0,0,1267.9699999997392,0.0,0.0002009732575819308,1267.97,1,1,False,False,True,False
6911.99,6307878.9,6300966.92,0.0,0.0,0,6911.980000000447,0.0,0.001095770704194923,6911.99,1,1,False,False,True,False
1795.67,6300966.92,6299171.25,0.0,0.0,0,1795.6699999999255,0.0,0.00028498319985098417,1795.67,1,1,False,False,True,False
3199.06,6299171.25,6295972.18,0.0,0.0,0,3199.070000000298,0.0,0.0005078540279637535,3199.06,1,1,False,False,True,False
10265.17,6295972.18,6285707.02,0.0,0.0,0,10265.160000000149,0.0,0.0016304342008013446,10265.17,1,1,False,False,True,False
9029.12,25480.0,16450.88,0.0,0.0,0,9029.119999999999,0.0,0.3543471606294887,9029.12,1,1,False,False,True,False
7600.57,50747.0,43146.43,0.0,0.0,0,7600.57,0.0,0.14977082840703082,7600.57,1,1,False,False,True,False
2057.71,25132.0,23074.29,0.0,0.0,0,2057.709999999999,0.0,0.08187283650976804,2057.71,1,1,False,False,True,False
3823.08,10382.0,6558.92,0.0,0.0,0,3823.08,0.0,0.3682057208899162,3823.08,1,1,False,False,True,False
2806.0,2806.0,0.0,0.0,0.0,1,2806.0,0.0,0.9996437477734236,2806.0,1,1,False,False,False,True
2806.0,2806.0,0.0,26202.0,0.0,1,2806.0,-26202.0,0.9996437477734236,0.10708697477388085,1,1,True,False,False,False
6737.2,624.0,0.0,0.0,0.0,0,624.0,0.0,10.77952,6737.2,1,1,False,False,True,False
9161.98,11128.0,1966.02,0.0,0.0,0,9161.98,0.0,0.8232527630514871,9161.98,1,1,False,False,True,False
1239.06,396386.0,395146.94,0.0,0.0,0,1239.0599999999977,0.0,0.0031258845522179083,1239.06,1,1,False,False,True,False
365.0,319.0,0.0,0.0,0.0,0,319.0,0.0,1.140625,365.0,1,1,False,False,True,False
5237.54,27105.0,21867.46,0.0,0.0,0,5237.540000000001,0.0,0.19322437836641335,5237.54,1,1,False,False,True,False
2618.76,21867.46,19248.7,0.0,0.0,0,2618.7599999999984,0.0,0.11975054484860846,2618.76,1,1,False,False,True,False
339.82,12076.0,11736.18,0.0,0.0,0,339.8199999999997,0.0,0.02813778256189451,339.82,1,1,False,False,True,False
1393.46,100068.0,98674.54,26446.0,318637.36,0,1393.4600000000064,292191.36,0.013924991755688575,0.05268877377396302,1,1,False,True,False,False
2731.37,17540.0,14808.63,0.0,0.0,0,2731.370000000001,0.0,0.15571347129582122,2731.37,1,1,False,False,True,False
8364.73,81.0,0.0,0.0,0.0,0,81.0,0.0,102.00890243902438,8364.73,1,1,False,False,True,False
6598.71,16392.0,9793.29,0.0,0.0,0,6598.709999999999,0.0,0.40253217836881594,6598.71,1,1,False,False,True,False
4304.58,10708.0,6403.42,0.0,0.0,0,4304.58,0.0,0.40195909982257916,4304.58,1,1,False,False,True,False
2867.14,943.0,0.0,0.0,0.0,0,943.0,0.0,3.0372245762711865,2867.14,1,1,False,False,True,False
2946.38,0.0,0.0,0.0,0.0,0,0.0,0.0,2946.38,2946.38,1,1,False,False,True,False
507.12,87005.0,86497.88,0.0,0.0,0,507.11999999999534,0.0,0.005828563547341563,507.12,1,1,False,False,True,False
3020.86,50361.0,47340.14,0.0,0.0,0,3020.8600000000006,0.0,0.059982923632897825,3020.86,1,1,False,False,True,False
8948.03,11137.0,2188.97,0.0,0.0,0,8948.03,0.0,0.8033785239719878,8948.03,1,1,False,False,True,False
280877.92,2188.97,0.0,462914.23,16997.22,0,2188.97,-445917.01,128.25651492942825,0.6067588659807109,1,1,True,False,False,False
1084.9,13727.0,12642.1,0.0,0.0,0,1084.8999999999996,0.0,0.07902826340326341,1084.9,1,1,False,False,True,False
9456.69,12642.1,3185.41,0.0,0.0,0,9456.69,0.0,0.7479724118293773,9456.69,1,1,False,False,True,False
5812.36,3185.41,0.0,0.0,0.0,0,3185.41,0.0,1.8241092640306802,5812.36,1,1,False,False,True,False
157883.07,46547.0,0.0,72793.0,353532.56,0,46547.0,280739.56,3.391833591131735,2.1689022446904964,1,1,False,False,False,True
2734.77,4511.0,1776.23,0.0,0.0,0,2734.77,0.0,0.6061103723404255,2734.77,1,1,False,False,True,False
102153.86,1776.23,0.0,230676.07,353532.56,0,1776.23,122856.48999999999,57.47925704607732,0.4428435821557817,1,1,True,False,False,False
584.52,15479.0,14894.48,0.0,0.0,0,584.5200000000004,0.0,0.03775968992248062,584.52,1,1,False,False,True,False
6113.14,15629.0,9515.86,0.0,0.0,0,6113.139999999999,0.0,0.39111580294305826,6113.14,1,1,False,False,True,False
369989.2,9515.86,0.0,518243.06,4619798.56,0,9515.86,4101555.4999999995,38.87723471817385,0.7139284915296473,1,1,True,False,False,False
215338.28,0.0,0.0,285755.61,31469.78,0,0.0,-254285.83,215338.28,0.753572349559998,1,1,True,False,False,False
65521.42,0.0,0.0,93337.06,0.0,0,0.0,-93337.06,65521.42,0.7019796640298717,1,1,True,False,False,False
116977.58,0.0,0.0,191043.06,1363368.51,0,0.0,1172325.45,116977.58,0.6123068155063288,1,1,True,False,False,False
262392.36,0.0,0.0,457286.01,1186556.81,0,0.0,729270.8,262392.36,0.5738023478952529,1,1,True,False,False,False
51121.05,0.0,0.0,308020.64,1363368.51,0,0.0,1055347.87,51121.05,0.16596577435273704,1,1,True,False,False,False
202624.59,0.0,0.0,1056495.21,971418.91,0,0.0,-85076.29999999993,202624.59,0.19178922563290596,1,1,True,False,False,False
118235.16,0.0,0.0,332829.93,353532.56,0,0.0,20702.630000000005,118235.16,0.3552409026408694,1,1,True,False,False,False
118056.71,0.0,0.0,272906.49,0.0,0,0.0,-272906.49,118056.71,0.4325887501292105,1,1,True,False,False,False
498960.91,0.0,0.0,608612.15,2107965.39,0,0.0,1499353.2400000002,498960.91,0.8198326145269782,1,1,True,False,False,False
691738.36,0.0,0.0,6285707.02,19169204.93,0,0.0,12883497.91,691738.36,0.11004939424469164,1,1,True,False,False,False
58820.08,0.0,0.0,1107573.06,2107965.39,0,0.0,1000392.3300000001,58820.08,0.05310713037103812,1,1,True,False,False,False
4419.04,52951.0,48531.96,0.0,0.0,0,4419.040000000001,0.0,0.083453693911467,4419.04,1,1,False,False,True,False
4270.02,9516.0,5245.98,0.0,0.0,0,4270.02,0.0,0.4486729011243039,4270.02,1,1,False,False,True,False
3007.83,49905.0,46897.17,0.0,0.0,0,3007.8300000000017,0.0,0.060269907425960806,3007.83,1,1,False,False,True,False
1824.59,25138.0,23313.41,0.0,0.0,0,1824.5900000000001,0.0,0.07258005489478499,1824.59,1,1,False,False,True,False
993.46,19448.0,18454.54,0.0,0.0,0,993.4599999999991,0.0,0.05108026119594838,993.46,1,1,False,False,True,False
302693.14,18454.54,0.0,306239.03,97263.78,0,18454.54,-208975.25000000003,16.40120744231813,0.9884179413122445,1,1,True,False,False,False
1445.06,10892.0,9446.94,0.0,0.0,0,1445.0599999999995,0.0,0.13265950610483795,1445.06,1,1,False,False,True,False
4059.25,4186.0,126.75,0.0,0.0,0,4059.25,0.0,0.969488894196322,4059.25,1,1,False,False,True,False
3417.18,126.75,0.0,0.0,0.0,0,126.75,0.0,26.748962818003914,3417.18,1,1,False,False,True,False
3428.95,147798.0,144369.05,1534657.01,5515763.34,0,3428.9500000000116,3981106.33,0.023200089310482477,0.002234341447838271,1,1,False,True,False,False
5580.98,7781.0,2200.02,0.0,0.0,0,5580.98,0.0,0.7171652531482908,5580.98,1,1,False,False,True,False
3455.85,3509.0,53.15,1333014.31,1178808.14,0,3455.85,-154206.17000000016,0.9845726495726496,0.002592505858015989,1,1,False,True,False,False
7265.63,14508.0,7242.37,0.0,0.0,0,7265.63,0.0,0.5007671100696119,7265.63,1,1,False,False,True,False
3852.64,1449076.27,1445223.63,0.0,0.0,0,3852.6400000001304,0.0,0.0026586849989027844,3852.64,1,1,False,False,True,False
7870.29,1445223.63,1437353.34,0.0,0.0,0,7870.289999999804,0.0,0.005445720918830452,7870.29,1,1,False,False,True,False
12872.92,11197.0,0.0,51885.0,0.0,0,11197.0,-51885.0,1.149573138060368,0.24810006552827352,1,1,False,True,False,False
6675.34,10107.0,3431.66,0.0,0.0,0,6675.34,0.0,0.6604016620498615,6675.34,1,1,False,False,True,False
410201.89,21448.0,0.0,61613.0,424250.45,0,21448.0,362637.45,19.124522821576765,6.657608498068621,1,1,True,False,False,False
13310.78,0.0,0.0,0.0,0.0,0,0.0,0.0,13310.78,13310.78,1,1,False,False,True,False
664.35,102983.0,102318.65,0.0,0.0,0,664.3500000000058,0.0,0.00645100209741319,664.35,1,1,False,False,True,False
2130.3,10958.0,8827.7,0.0,0.0,0,2130.2999999999993,0.0,0.1943881741034766,2130.3,1,1,False,False,True,False
7771.4,8827.7,1056.3,0.0,0.0,0,7771.400000000001,0.0,0.8802428443598717,7771.4,1,1,False,False,True,False
36349.35,1056.3,0.0,0.0,0.0,0,1056.3,0.0,34.37940981745957,36349.35,1,1,False,False,True,False
749.34,0.0,0.0,0.0,0.0,0,0.0,0.0,749.34,749.34,1,1,False,False,True,False
2340.34,0.0,0.0,0.0,0.0,0,0.0,0.0,2340.34,2340.34,1,1,False,False,True,False
9686.85,0.0,0.0,0.0,0.0,0,0.0,0.0,9686.85,9686.85,1,1,False,False,True,False
15785.85,0.0,0.0,0.0,0.0,0,0.0,0.0,15785.85,15785.85,1,1,False,False,True,False
9006.78,0.0,0.0,0.0,0.0,0,0.0,0.0,9006.78,9006.78,1,1,False,False,True,False
9014.95,0.0,0.0,0.0,0.0,0,0.0,0.0,9014.95,9014.95,1,1,False,False,True,False
14420.66,0.0,0.0,0.0,0.0,0,0.0,0.0,14420.66,14420.66,1,1,False,False,True,False
4802.31,0.0,0.0,0.0,0.0,0,0.0,0.0,4802.31,4802.31,1,1,False,False,True,False
28527.44,0.0,0.0,0.0,0.0,0,0.0,0.0,28527.44,28527.44,1,1,False,False,True,False
4182.93,0.0,0.0,0.0,0.0,0,0.0,0.0,4182.93,4182.93,1,1,False,False,True,False
4088.21,0.0,0.0,0.0,0.0,0,0.0,0.0,4088.21,4088.21,1,1,False,False,True,False
8491.9,0.0,0.0,0.0,0.0,0,0.0,0.0,8491.9,8491.9,1,1,False,False,True,False
6666.78,11876.0,5209.22,24777.0,189534.74,0,6666.78,164757.74,0.5613185147764587,0.2690604568568892,1,1,False,True,False,False
6536.86,17319.0,10782.14,0.0,0.0,0,6536.860000000001,0.0,0.3774168591224018,6536.86,1,1,False,False,True,False
40684.97,10782.14,0.0,49530.0,66575.5,0,10782.14,17045.5,3.773016950535744,0.821404171125154,1,1,True,False,False,False
1553.21,31516.0,29962.79,0.0,0.0,0,1553.2099999999991,0.0,0.0492816575181648,1553.21,1,1,False,False,True,False
7344.92,0.0,0.0,185432.0,0.0,0,0.0,-185432.0,7344.92,0.0396095624834846,1,1,False,True,False,False
106267.21,0.0,0.0,241106.05,49864.36,0,0.0,-191241.69,106267.21,0.4407470042870999,1,1,True,False,False,False
5491.5,36605.0,31113.5,0.0,0.0,0,5491.5,0.0,0.15001639075561382,5491.5,1,1,False,False,True,False
3666.42,48117.0,44450.58,0.0,0.0,0,3666.4199999999983,0.0,0.07619643376698948,3666.42,1,1,False,False,True,False
5507.18,36030.0,30522.82,0.0,0.0,0,5507.18,0.0,0.152845605173323,5507.18,1,1,False,False,True,False
4565.14,30265.0,25699.86,829892.09,1567434.81,0,4565.139999999999,737542.7200000001,0.1508339390735479,0.005500877227451069,1,1,False,True,False,False
11348.71,734899.0,723550.29,0.0,0.0,0,11348.709999999963,0.0,0.015442522792216628,11348.71,1,1,False,False,True,False
123179.97,7215.0,0.0,12904.68,43691.09,0,7215.0,30786.409999999996,17.070394955654102,9.544632285939214,1,1,False,False,False,True
7073.6,0.0,0.0,0.0,0.0,0,0.0,0.0,7073.6,7073.6,1,1,False,False,True,False
2803.83,0.0,0.0,0.0,0.0,0,0.0,0.0,2803.83,2803.83,1,1,False,False,True,False
106.81,0.0,0.0,0.0,0.0,0,0.0,0.0,106.81,106.81,1,1,False,False,True,False
6297.71,762.0,0.0,0.0,0.0,0,762.0,0.0,8.253879423328964,6297.71,1,1,False,False,True,False
2610.01,58697.54,56087.54,0.0,0.0,0,2610.0,0.0,0.044464649376287725,2610.01,1,1,False,False,True,False
5320.1,56087.54,50767.43,0.0,0.0,0,5320.110000000001,0.0,0.09485181821455863,5320.1,1,1,False,False,True,False
1460.63,1132.0,0.0,0.0,0.0,0,1132.0,0.0,1.289170344218888,1460.63,1,1,False,False,True,False
522264.81,24.0,0.0,11361.0,2025098.66,0,24.0,2013737.66,20890.5924,45.96592237282169,1,1,False,False,False,True
3584.21,135496.0,131911.79,100614.05,24044.18,0,3584.209999999992,-76569.87,0.02645231997756408,0.035623000733985624,1,1,False,True,False,False
3704.97,24553.0,20848.03,0.0,0.0,0,3704.970000000001,0.0,0.15089068990795795,3704.97,1,1,False,False,True,False
2773.61,14332.0,11558.39,0.0,0.0,0,2773.6100000000006,0.0,0.19351217470173726,2773.61,1,1,False,False,True,False
3896.42,11558.39,7661.97,0.0,0.0,0,3896.419999999999,0.0,0.3370783406390822,3896.42,1,1,False,False,True,False
18781.84,7661.97,0.0,0.0,0.0,0,7661.97,0.0,2.450987019393264,18781.84,1,1,False,False,True,False
6660.33,17710.0,11049.67,0.0,0.0,0,6660.33,0.0,0.3760561233131952,6660.33,1,1,False,False,True,False
26923.42,11049.67,0.0,199404.91,95508.95,0,11049.67,-103895.96,2.436360872236706,0.13501816470735495,1,1,False,False,False,True
53783.57,0.0,0.0,75514.0,420946.86,0,0.0,345432.86,53783.57,0.7122236641726809,1,1,False,False,False,True
80333.28,0.0,0.0,321592.98,277515.05,0,0.0,-44077.92999999999,80333.28,0.2497972132438549,1,1,False,False,False,True
211075.91,0.0,0.0,930082.81,1254956.07,0,0.0,324873.26,211075.91,0.22694289238299933,1,1,False,False,False,True
100677.86,0.0,0.0,701567.56,55974.56,0,0.0,-645593.0,100677.86,0.14350395063313554,1,1,False,False,False,True
473499.51,0.0,0.0,883248.39,3461666.05,0,0.0,2578417.6599999997,473499.51,0.5360881256878083,1,1,False,False,False,True
1538200.39,0.0,0.0,6977445.38,19169204.93,0,0.0,12191759.55,1538200.39,0.22045320110363928,1,1,False,False,False,True
2421578.09,0.0,0.0,8515645.77,19169204.93,0,0.0,10653559.16,2421578.09,0.28436807624889304,1,1,False,False,False,True
1349670.68,0.0,0.0,1538085.96,5515763.34,0,0.0,3977677.38,1349670.68,0.8774995920906838,1,1,False,False,False,True
314403.14,0.0,0.0,888232.25,4619798.56,0,0.0,3731566.3099999996,314403.14,0.3539646145874409,1,1,False,False,False,True
1457213.54,0.0,0.0,10937223.86,19169204.93,0,0.0,8231981.07,1457213.54,0.13323430382503812,1,1,False,False,False,True
180368.84,0.0,0.0,1437353.34,16518.36,0,0.0,-1420834.98,180368.84,0.1254866910549002,1,1,False,False,False,True
445038.71,0.0,0.0,802245.42,55974.56,0,0.0,-746270.8600000001,445038.71,0.5547406618530002,1,1,False,False,False,True
1123206.66,0.0,0.0,1773963.18,3940085.21,0,0.0,2166122.0300000003,1123206.66,0.633161972864638,1,1,False,False,False,True
996.0,46132.0,45136.0,88106.55,1015132.48,0,996.0,927025.9299999999,0.021589751371035918,0.011304366084404799,1,1,False,True,False,False
176334.26,45136.0,0.0,1251626.46,2107778.11,0,45136.0,856151.6499999999,3.906645545782839,0.14088398156429072,1,1,False,False,False,True
161217.61,0.0,0.0,199733.0,5602234.95,0,0.0,5402501.95,161217.61,0.8071615748946097,1,1,False,False,False,True
108443.61,0.0,0.0,246974.3,0.0,0,0.0,-246974.3,108443.61,0.43908686415200227,1,1,False,False,False,True
75442.68,0.0,0.0,80469.0,500631.71,0,0.0,420162.71,75442.68,0.9375255374673791,1,1,False,False,False,True
55536.86,0.0,0.0,915902.37,3420103.09,0,0.0,2504200.7199999997,55536.86,0.060636156410255375,1,1,False,False,False,True
438437.09,0.0,0.0,740675.45,6453430.91,0,0.0,5712755.46,438437.09,0.591941447578089,1,1,False,False,False,True
928722.69,0.0,0.0,1259119.8,971418.91,0,0.0,-287700.89,928722.69,0.7375961782221372,1,1,False,False,False,True
1478772.04,0.0,0.0,1652668.12,22190.99,0,0.0,-1630477.1300000001,1478772.04,0.8947780424432448,1,1,False,False,False,True
2545478.01,0.0,0.0,12394437.4,19169204.93,0,0.0,6774767.529999999,2545478.01,0.20537259759990414,1,1,False,False,False,True
2061082.82,0.0,0.0,14939915.42,19169204.93,0,0.0,4229289.51,2061082.82,0.13795812252609643,1,1,False,False,False,True
983479.66,0.0,0.0,3131440.16,22190.99,0,0.0,-3109249.17,983479.66,0.314066147102697,1,1,False,False,False,True
635507.97,0.0,0.0,834457.23,1567434.81,0,0.0,732977.5800000001,635507.97,0.7615815233795465,1,1,False,False,False,True
848231.57,0.0,0.0,4114919.82,22190.99,0,0.0,-4092728.8299999996,848231.57,0.20613557516764078,1,1,False,False,False,True
739112.93,0.0,0.0,1141158.73,1254956.07,0,0.0,113797.34000000008,739112.93,0.6476857801492873,1,1,False,False,False,True
324397.94,0.0,0.0,373058.79,2719172.89,0,0.0,2346114.1,324397.94,0.8695601849773197,1,1,False,False,False,True
982862.81,0.0,0.0,2187842.49,971418.91,0,0.0,-1216423.58,982862.81,0.449238171968142,1,1,False,False,False,True
955855.0,0.0,0.0,1179112.54,6453430.91,0,0.0,5274318.37,955855.0,0.8106556048877193,1,1,False,False,False,True
179253.24,0.0,0.0,179614.1,46462.23,0,0.0,-133151.87,179253.24,0.997985358692003,1,1,False,False,False,True
5446.88,666.0,0.0,0.0,0.0,0,666.0,0.0,8.16623688155922,5446.88,1,1,False,False,True,False
648.64,873.0,224.36,0.0,0.0,0,648.64,0.0,0.7421510297482837,648.64,1,1,False,False,True,False
8494.71,11129.0,2634.29,0.0,0.0,0,8494.71,0.0,0.7632264150943395,8494.71,1,1,False,False,True,False
373068.26,20034.0,0.0,1427960.73,2107778.11,0,20034.0,679817.3799999999,18.62082655353132,0.26125928458881037,1,1,True,False,False,False
143236.26,0.0,143236.26,608932.17,97263.78,0,-143236.26,-511668.39,143236.26,0.2352249262427271,1,1,False,False,False,False
228451.89,143236.26,371688.15,719678.38,1186556.81,0,-228451.89,466878.43000000005,1.594919436465065,0.3174356475240405,1,1,False,False,False,False
35902.49,371688.15,407590.65,49003.3,0.0,0,-35902.5,-49003.3,0.0965927845889502,0.7326395846895067,1,1,False,False,False,False
232953.64,407590.65,640544.28,1172672.27,1517262.16,0,-232953.63,344589.8899999999,0.5715368310415584,0.1986517864434652,1,1,False,False,False,False
65912.95,640544.28,706457.23,104198.26,24044.18,0,-65912.94999999995,-80154.07999999999,0.10290131245678681,0.6325663925060504,1,1,False,False,False,False
193492.68,706457.23,899949.91,1247284.13,55974.56,0,-193492.68000000005,-1191309.5699999998,0.2738911824977961,0.15513107255596,1,1,False,False,False,False
60836.64,899949.91,960786.56,143436.0,5203.54,0,-60836.65000000002,-138232.46,0.0675999538685949,0.4241349163744362,1,1,False,False,False,False
62325.15,960786.56,1023111.71,1880271.66,1254956.07,0,-62325.14999999991,-625315.5899999999,0.06486881449630759,0.03314686817815029,1,1,False,False,False,False
349640.51,1023111.71,1372752.22,360950.61,5602234.95,0,-349640.51,5241284.34,0.34174192792502794,0.9686631124875714,1,1,False,False,False,False
135324.19,1372752.22,1508076.41,1356747.89,3461666.05,0,-135324.18999999994,2104918.16,0.09857867242882884,0.09974151517455822,1,1,False,False,False,False
380015.14,1508076.41,1888091.55,1336470.16,1178808.14,0,-380015.14000000013,-157662.02000000002,0.2519864945129044,0.2843421926141676,1,1,False,False,False,False
418688.27,1888091.55,2306779.82,956455.03,1178808.14,0,-418688.2699999998,222353.10999999987,0.2217519845624093,0.4377496266085541,1,1,False,False,False,False
311023.52,2306779.82,2617803.34,1477776.96,0.0,0,-311023.52,-1477776.96,0.13483011359527433,0.2104670176566986,1,1,False,False,False,False
151862.38,2617803.34,2769665.72,158858.48,0.0,0,-151862.38000000035,-158858.48,0.058011356188675284,0.9559541552068532,1,1,False,False,False,False
228710.05,2769665.72,2998375.78,743792.14,16997.22,0,-228710.0599999996,-726794.92,0.08257674049677716,0.3074914753852126,1,1,False,False,False,False
220431.09,2998375.78,3218806.87,2897169.84,3940085.21,0,-220431.09000000032,1042915.3700000001,0.07351680798435212,0.07608494706511681,1,1,False,False,False,False
182861.45,3218806.87,3401668.32,192776.92,0.0,0,-182861.44999999972,-192776.92,0.05681030287775456,0.9485601359325798,1,1,False,False,False,False
231881.5,3401668.32,3633549.82,894141.72,2415.16,0,-231881.5,-891726.5599999999,0.06816697279675615,0.25933387904785493,1,1,False,False,False,False
38071.17,3633549.82,3671620.98,122487.0,54985.05,0,-38071.16000000015,-67501.95,0.010477676489467676,0.3108155084579714,1,1,False,False,False,False
87117.29,3671620.98,3758738.27,501093.89,31469.78,0,-87117.29000000004,-469624.11,0.023727194813230743,0.1738538782544759,1,1,False,False,False,False
114271.72,3758738.27,3873009.99,3170705.3,971418.91,0,-114271.7200000002,-2199286.3899999997,0.030401608569141324,0.036039831251478575,1,1,False,False,False,False
73199.1,3873009.99,3946209.08,401926.25,277515.05,0,-73199.08999999985,-124411.20000000001,0.0188997914514051,0.1821202717655994,1,1,False,False,False,False
764772.98,3946209.08,4710982.07,3056433.58,971418.91,0,-764772.9900000002,-2085014.67,0.1937993579905913,0.25021735619808355,1,1,False,False,False,False
106847.36,4710982.07,4817829.42,335711.51,52415.15,0,-106847.34999999963,-283296.36,0.02268048057324052,0.31827041536223954,1,1,False,False,False,False
6287.28,4817829.42,4824116.71,11274.0,0.0,0,-6287.290000000037,-11274.0,0.0013050023458484451,0.557630155210643,1,1,False,False,False,False
24936.34,4824116.71,4849053.05,104408.0,42450.71,0,-24936.33999999985,-61957.29,0.005169098579064316,0.23883324234500858,1,1,False,False,False,False
55837.16,4849053.05,4904890.21,66800.82,10963.66,0,-55837.16000000015,-55837.16,0.011515062406862635,0.835862855233585,1,1,False,False,False,False
63255.29,4904890.21,4968145.5,237735.3,0.0,0,-63255.29000000004,-237735.3,0.012896369622028784,0.2660733341942312,1,1,False,False,False,False
104605.78,4968145.5,5072751.28,207302.14,92307.65,0,-104605.78000000026,-114994.49000000002,0.021055292954827318,0.504602969352032,1,1,False,False,False,False
154160.82,5072751.28,5226912.1,157376.0,0.0,0,-154160.81999999937,-157376.0,0.0303899759914947,0.9795638498637032,1,1,False,False,False,False
257348.03,5226912.1,5484260.13,2291660.6,971418.91,0,-257348.03000000026,-1320241.69,0.04923518433853435,0.1122975704615376,1,1,False,False,False,False
201073.81,5484260.13,5685333.94,537766.76,1178808.14,0,-201073.81000000052,641041.3799999999,0.03666379211961412,0.3739045457094713,1,1,False,False,False,False
53560.68,5685333.94,5738894.62,172857.68,22233.65,0,-53560.6799999997,-150624.03,0.009420848651003136,0.3098524181718847,1,1,False,False,False,False
334234.39,5738894.62,6073129.01,358867.35,46462.23,0,-334234.38999999966,-312405.12,0.058240193258646517,0.9313565545693847,1,1,False,False,False,False
227335.16,6073129.01,6300464.17,1817946.5,1254956.07,0,-227335.16000000015,-562990.4299999999,0.037432948022793934,0.12505045387724342,1,1,False,False,False,False
134426.08,6300464.17,6434890.26,228864.16,52415.15,0,-134426.08999999985,-176449.01,0.021335897647697017,0.5873592992485182,1,1,False,False,False,False
2643.45,6434890.26,6437533.71,49974.0,1891.79,0,-2643.4500000001863,-48082.21,0.0004107994825696557,0.05289544772386193,1,1,False,False,False,False
134977.11,6437533.71,6572510.82,471814.89,424250.45,0,-134977.11000000034,-47564.44,0.020967205006340073,0.286080042789572,1,1,False,False,False,False
25090.03,6572510.82,6597600.85,80148.6,0.0,0,-25090.02999999933,-80148.6,0.003817418771869169,0.31303999021829176,1,1,False,False,False,False
147388.67,6597600.85,6744989.53,184486.01,64106.18,0,-147388.68000000063,-120379.83000000002,0.02233973394438769,0.7989108284642914,1,1,False,False,False,False
217615.09,6744989.53,6962604.61,971439.24,3420103.09,0,-217615.08000000007,2448663.8499999996,0.03226321653560572,0.2240128430339678,1,1,False,False,False,False
355294.5,6962604.61,7317899.11,1469965.2,1567434.81,0,-355294.5,97469.6100000001,0.051028956672443206,0.24170249628869017,1,1,False,False,False,False
12336.48,7317899.11,7330235.59,21024.0,83845.22,0,-12336.479999999516,62821.22,0.0016857950798128617,0.5867529131985731,1,1,False,False,False,False
349505.89,7330235.59,7679741.48,17000998.23,19169204.93,0,-349505.8900000006,2168206.6999999993,0.04768002856508074,0.020557961639293597,1,1,False,False,False,False
285185.34,7679741.48,7964926.82,451065.09,353532.56,0,-285185.33999999985,-97532.53000000003,0.037134752987186104,0.6322473498284918,1,1,False,False,False,False
132953.45,7964926.82,8097880.27,1617722.17,16518.36,0,-132953.44999999925,-1601203.8099999998,0.0166923609359212,0.0821855385801268,1,1,False,False,False,False
